"artist","bdp","bdp_s","beg","beg_s","bsp","bsp_s","cdp","cdp_s","csp","csp_s","ddp","ddp_s","dsp","dsp_s","edp","edp_s","esp","esp_s","konami_id","sa4_id","title"
"PON","7","0","3","0","6","0","18","0","17","0","11","0","11","0","15","0","15","0","OdlOPPblPlbbldOdqblI06Dd1q00PPo9","743","Emera"
"柊木りお","6","0","2","0","5","0","-1","0","-1","0","9","0","8","0","14","0","14","0","QPol19bIb009IDOPildbi1QPdPlO0dq9","744","Determination"
"柊木りお featured by SOTAG","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","13","0","13","0","90qP0000qoO8o8dIidlO611ilO11Oo9Q","745","Hopeful"
"Sota F.","7","0","3","0","6","0","16","0","16","0","11","0","11","0","15","0","15","0","l08bl1dddob81IP1IbQqbDbiPo9l069l","746","Start a New Day"
"Prim","8","0","4","0","7","0","17","0","17","0","13","0","12","0","15","0","14","0","Q9Q088PPd0bPi9QQ8iil1lQqPdiQP69D","747","恋する☆宇宙戦争っ!!"
"NU-KO","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","12","0","12","0","iP8ll9I0dd8d689PPqlI9008d06io09q","748","恋愛観測"
"劇団レコード","5","0","3","0","5","0","16","0","16","0","11","0","11","0","14","0","14","0","bPb96lbDP9OdI0Oi1189iOPPdllPIDQb","749","Ishtar"
"猫叉Master","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","Dq8b8DPD06Q8qob8OOiQIlOdD8QQD0q9","750","Fly far bounce"
"Qrispy Joybox","6","0","3","0","6","0","16","0","16","0","12","0","12","0","15","0","15","0","I6qdO8Di181P6Q9Ooq0d8d0DOdq1dOOQ","751","out of focus"
"HuΣeR","9","0","6","0","9","0","18","0","18","0","13","0","12","0","16","0","16","0","lO91bIQ0Q990PqPbPIq88b9I9PI6ID0Q","752","Neutrino"
"日向美ビタースイーツ♪","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","13","0","13","0","80PdqQ0iiOQb9i91lIliodiO9PI8O609","753","エキサイティング！！も・ちゃ・ちゃ☆"
"ここなつ","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","9O8bq8b1Pi6Dl08OiPq10OddOdol1qOi","754","ロンロンへ　ライライライ！"
"SYUNN","10","0","6","0","9","0","18","0","18","0","13","0","13","0","16","0","16","0","9QIo1lbD1ldlqPO0iD68io69Pd8b01Do","755","Cosy Catastrophe"
"fallen shepherd ft. RabbiTon Strings","13","0","9","0","13","0","19","0","19","0","15","0","15","0","18","0","18","0","PO9Pl1q896bDDl89qQb98D80DQoPio1I","756","ENDYMION"
"TAG×U1","7","0","4","0","7","0","18","0","18","0","13","0","13","0","15","0","15","0","ld6P1lbb0bPO9doqbbPOoPb8qoDo8id0","757","ACE FOR ACES"
"うたたP feat. 結月ゆかり","6","0","2","0","7","0","-1","0","-1","0","11","0","10","0","13","0","13","0","D11ldIqD8dQIi9oQQIIo86QOI8D9olP8","758","幸せになれる隠しコマンドがあるらしい"
"れるりり","6","0","3","0","6","0","14","0","14","0","10","0","10","0","12","0","12","0","oOOI98q81oQQQP88d6Q6qlbl8QI9d0dI","759","脳漿炸裂ガール"
"cosMo＠暴走P feat.初音ミク","10","0","3","0","8","0","15","0","15","0","13","0","10","0","14","0","13","0","QlQ9Qb00bI0ob9oDIiPqO1QdQ0o6O0O6","760","初音ミクの消失"
"ARM＋夕野ヨシミ feat. miko","6","0","3","0","6","0","15","0","15","0","10","0","10","0","13","0","13","0","P66d8iQQIIQO96qoDdIqi9l19i69D9Dq","761","チルノのパーフェクトさんすう教室"
"ARM・まろん (IOSYS) × ランコ・パプリカ (豚乙女)","5","0","3","0","5","0","-1","0","-1","0","11","0","10","0","13","0","13","0","I6Dd0QIi086il1918dQI6dq0l1d9ibD0","762","向日葵サンセット"
"A応P","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","12","0","IbDoODD9qb66Iqd6DbOQiOoDll1DqiO9","763","君氏危うくも近うよれ"
"ときめきアイドル project","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","8bqd0Oibbo8q81QdODqdl1OOi1l99O88","764","DREAMING-ING!!"
"中島由貴","10","0","7","0","9","0","-1","0","-1","0","14","0","13","0","17","0","17","0","dOb880lOloIIod00PQ1iQOQqlOOQ0Ql0","765","Be a Hero!"
"ときめきアイドル project Rhythmixxx","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","11","0","11","0","i9il1DIDl91Db0OdllOddIqO600Pl89q","766","恋のパズルマジック"
"ときめきアイドル project クッキーパラダイス","7","0","2","0","7","0","-1","0","-1","0","11","0","11","0","13","0","13","0","0i68q1iQblI1Pb8QqoQ90i6ddPiqdq8b","767","Strawberry Chu&#9825;Chu&#9825;"
"どうぶつビスケッツ×PPP","6","0","3","0","6","0","13","0","12","0","10","0","10","0","14","0","14","0","od66Qb16lI019I06lllII811I9ol6l0i","768","ようこそジャパリパークへ"
"まふまふ","7","0","3","0","7","0","16","0","16","0","11","0","11","0","13","0","13","0","91qD6DbDqi96qbIO66oboliPD8IPP6io","769","輪廻転生"
"チト(CV：水瀬いのり)、ユーリ(CV：久保ユリカ)","5","0","3","0","5","0","12","0","12","0","8","0","8","0","11","0","10","0","qOlDPoiqibIOqod69dPilbiqD6qdO1qQ","770","More One Night"
"nc ft. NRGFactory","10","0","7","0","10","0","-1","0","-1","0","14","0","14","0","17","0","17","0","POq8OPlOO9199i11Od0P00801Qo01DQo","771","Reach The Sky, Without you"
"ここなつ","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","12","0","dqOoPll1qlDdo6Pd6O0DPPO6l16OIdD1","772","ルミナスデイズ"
"ときめきアイドル project 結城秋葉","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","11","0","0d8Q9I86lo8oDlQiPd81ll66ob0qli89","773","しゃかりきリレーション"
"ときめきアイドル project","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","13","0","13","0","P8DoiO0QO6Qb8iiP9D1IQ080lQQPD6ll","774","闘え！ダダンダーンＶ"
"ときめきアイドル project","5","0","4","0","6","0","-1","0","-1","0","7","0","7","0","11","0","11","0","ibdIdIO60b880i8oPOdQD9qIqldOdDl8","775","ハルイチバン"
"常盤ゆう","4","0","2","0","4","0","12","0","12","0","8","0","8","0","10","0","9","0","ioDOIO9iP8qqPiP9io9Ib1I91OoQ0q0O","776","CHOCOLATE PHILOSOPHY"
"DJ YOSHITAKA feat.DWP","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","811qq00Il1Q681068l8dQbPO60l0oD1l","777","High School Love"
"ときめきアイドル project 月島美奈都","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","6DQoDoliDO6P96P8D1POoOd8q9QbOibQ","778","invisible rain"
"ときめきアイドル project","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","qOD6OPbP6b0l0ODOiObiQbl1DbPqOi9I","779","Jewelry days"
"ときめきアイドル project","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","11","0","11","0","Po1D6bo0dQbdl91bPOl86lo8DbP9biiO","780","Twin memories W"
"そらまふうらさか","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","14","0","14","0","DOQbd61o6P0oq968Po0oqP01qPQ8lPdq","781","ロールプレイングゲーム"
"ナユタン星人","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","bd8oD0iqDQ8Qobd1oIqi8981QbD6I6Iq","782","エイリアンエイリアン"
"ときめきアイドル project","7","0","3","0","7","0","-1","0","-1","0","9","0","9","0","13","0","12","0","I1qd16dPdqPi96ql0lP10OQDbo11D89P","783","恋時雨"
"みきとP","5","0","1","0","4","0","-1","0","-1","0","9","0","8","0","12","0","12","0","Oq900IIl1Ob8qoIPqDP0PD6blbqIqlP1","784","いーあるふぁんくらぶ"
"iroha","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","1OQd9o01Oq6Q018POOdlqodQ6bqDPOob","785","炉心融解"
"TAG","7","0","2","0","6","0","-1","0","-1","0","10","0","10","0","14","0","15","0","dlqPb1iqPo81qI89816QIoi01b1b0P06","786","春風ブローインウィンド"
"USAO","10","0","4","0","10","0","-1","0","-1","0","14","0","14","0","16","0","16","0","QbD9QQP9bqoD00bQQl8obibP9PloQ9Qo","787","Boss Rush"
"Ryu☆","7","0","4","0","8","0","-1","0","-1","0","10","0","10","0","14","0","15","0","0Pq6o89llQl10dl8O0DdP6lIO0ib6Doq","788","Sakura Reflection"
"BEMANI Sound Team “L.E.D.-G” feat. Mayumi Morinaga","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","bdQ6IobP6II86I1io686Il9qQ69dOod1","789","IN BETWEEN"
"猫叉Master","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","D0Qb898oqblPoP68PPq1o9i9dI9o0D9i","790","千年ノ理"
"PHQUASE","7","0","5","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","dDlDPddq08iD8IOb9I1PbODP9696966D","791","プレインエイジア -PHQ remix-"
"BEMANI Sound Team “Sota F.”","9","0","3","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","qIqbqPblQIIObd9166bbDiioOIiIq991","792","Love You More"
"HHH×MM×ST","7","0","3","0","5","0","-1","0","-1","0","9","0","8","0","13","0","12","0","oPP1Pdl6Qdlb8oq10PP1doDibdbbl9bl","793","朧 (dj TAKA Remix)"
"BEMANI Sound Team ""TAG""","6","0","3","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","d18bbq1l699OP9Di6q8oqD9oPb1o1P6I","794","Chronos (walk with you remix)"
"松下","3","0","1","0","3","0","-1","0","-1","0","8","0","8","0","11","0","11","0","qdQoQli1d8DP0Obb919I6P1Odilib1Dd","795","おねがいダーリン"
"kradness","5","0","1","0","4","0","15","0","15","0","9","0","8","0","13","0","13","0","id0QqdbI8oloO9l08IqI9q1D0819OQID","796","無頼ック自己ライザー"
"白澤亮(noisycroak)","7","0","3","0","7","0","-1","0","-1","0","14","0","14","0","17","0","17","0","bl90QbiqoOlDI6iQQQdo0Iol6PIdQblP","797","Pursuer"
"SOUND HOLIC feat. Nana Takahashi","7","0","5","0","7","0","-1","0","-1","0","10","0","11","0","13","0","13","0","ddq1DldlQ990iidO6O99q61bI1966Q0I","798","ALGORITHM"
"BEMANI Sound Team “TAG”","8","0","3","0","8","0","-1","0","-1","0","12","0","12","0","15","0","16","0","891b0OdIdO8b9obi69b6PQlPIqDI01dO","799","Vanquish The Ghost"
"ときめきアイドル project","3","0","1","0","3","0","-1","0","-1","0","8","0","8","0","11","0","11","0","D1I09111OiQPiDi9doqP9b1PlO1PqII8","800","SUN&sup2; SUMMER STEP!"
"ときめきアイドル project","7","0","2","0","7","0","-1","0","-1","0","10","0","10","0","12","0","12","0","odliP8d18DQi0b8lPbPI1PdoQ0PDd0IP","801","Smiling Passion"
"北沢綾香","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","Qb6PqOQO8Qd8i91D018olPiD01PbQ061","802","Eternal Summer"
"BEMANI Sound Team ""DJ TOTTO feat.MarL""","7","0","2","0","7","0","-1","0","-1","0","9","0","9","0","12","0","12","0","ld8lOqloqD6lOl880ldDo819bDb9q1Qi","803","星座が恋した瞬間を。"
"BEMANI Sound Team ""劇団レコード""feat.結良まり","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","10","0","10","0","oOI18qilo91qPQl9Q0l9iliO96Pi6DIi","804","風鈴花火"
"BEMANI Sound Team ""猫叉Master""","8","0","5","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","dqb09QD6o0O8PooiqbqQOdqQ1l80o691","805","Life is beautiful"
"BEMANI Sound Team ""person09""","8","0","4","0","8","0","-1","0","-1","0","13","0","13","0","17","0","17","0","99q8i8bPldDbio919ob0DPi0bqdIoobi","806","Puberty Dysthymia"
"BEMANI Sound Team ""HuΣeR feat.PON""","7","0","2","0","6","0","-1","0","-1","0","11","0","10","0","13","0","13","0","ll6iQl0PoiDob8Oi6dlOQ069061doqbq","807","Rejoin"
"BEMANI Sound Team ""U1 overground""","8","0","2","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","Id8IPlqQodD01dPiq8oPPQoPQq6booi0","808","SUPER SUMMER SALE"
"BEMANI Sound Team ""Dustup""","11","0","5","0","11","0","18","0","18","0","15","0","15","0","18","0","18","0","i916bDibPI9l869o9IIQb8DbO9bPDi6q","809","Prey"
"DDR","8","0","6","0","8","0","17","0","16","0","13","0","13","0","16","0","15","0","8dbiodDo1i6IolDQdqdOoqDDD90q6liQ","810","DDR MEGAMIX"
"ARM (IOSYS) feat. 一ノ瀬月琉(monotone)","5","0","3","0","5","0","14","0","14","0","8","0","8","0","11","0","11","0","qi9qP1dPd6PPDlldbb8OIlD08Pbd9006","811","Love&#9825;Shine わんだふるmix"
"BEMANI Sound Team “TAG” feat. 柊木りお","5","0","3","0","5","0","14","0","14","0","8","0","8","0","12","0","11","0","6oolbQ0QiO90Dd0DQbb1D86d8q88id86","812","Show me your moves"
"BEMANI Sound Team “Sota Fujimori 2nd Season”","11","0","8","0","11","0","18","0","18","0","15","0","14","0","17","0","16","0","19q96Q8l1oqbD0OQq6biDbO6O1oqqb6O","813","POSSESSION (20th Anniversary Mix)"
"ARM (IOSYS)","8","0","5","0","8","0","18","0","17","0","12","0","12","0","15","0","15","0","b16OP1o9qb6bQd66qOl98iq0boiQP919","814","CHAOS Terror-Tech Mix"
"BEMANI Sound Team ""[x]""","12","0","9","0","12","0","19","0","19","0","15","0","15","0","18","0","18","0","1Dl19idl0i0qiqidbDIIbQddiP6o11PP","815","MAX 360"
"ALL DDR FANS","6","0","3","0","6","0","11","0","11","0","9","0","9","0","12","0","12","0","QD8D6IQ1QoOPIPIIbI10QDOdd96OPIQi","816","#OurMemories"
"Cait Sith","9","0","6","0","9","0","18","0","18","0","12","0","12","0","15","0","15","0","DIiQbd09D0PoIiPl9iP1q8qldOOqol8i","817","シュレーディンガーの猫"
"BEMANI Sound Team ""U1 overground""","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","16","0","16","0","Pq1O0qIiQII9PP1Qi6dbi9Pdo88dO8Dq","818","ANNIVERSARY &there4;∵&there4; &larr;&darr;&uarr;&rarr;"
"中島由貴","9","0","5","0","10","0","-1","0","-1","0","14","0","13","0","18","0","17","0","P6id8qqolbP0oqO060OOqbl60DI9iQoQ","819","Catch Our Fire!"
"BEMANI Sound Team ""Metal Stepper""","7","0","4","0","7","0","18","0","18","0","11","0","11","0","15","0","15","0","9Di9ODOOl8PDQiO1O6o8lD16QlI609ob","820","First Time"
"DECO*27","5","0","3","0","5","0","-1","0","-1","0","8","0","7","0","11","0","11","0","QPd01OQqbOIiDoO1dbdo1IIbb60bqPdl","821","愛言葉"
"ピノキオピー","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","d0DDd1dP6llPbioqPdiQ0IDd918bDqI8","822","ありふれたせかいせいふく"
"ピノキオピー","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","666ObIO9bO8D8q8q08I1OQo96DdIbbiO","823","すろぉもぉしょん"
"sasakure.UK","7","0","3","0","7","0","-1","0","-1","0","9","0","9","0","13","0","13","0","D16P668Q8loqIoDo1IdoIlIloiIoIDll","824","*ハロー、プラネット。"
"DECO*27","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","11","0","b9QiIQ18b6o1bqPdqI6lI1OIqboPIDI9","825","妄想税"
"sasakure.UK×DECO*27","6","0","4","0","6","0","-1","0","-1","0","9","0","8","0","13","0","12","0","80Q1idDo6O6Db0106b0q6qbOP1P8QQb0","826","39"
"Maozon","6","0","4","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","6iO8d9ld00I6lDIO6qbOldP99oqloqb9","827","Dead Heat"
"DJ Noriken","7","0","3","0","6","0","-1","0","-1","0","12","0","12","0","16","0","16","0","0DODq0P9Qi6i6q8QPoPPOiOi6ib0188b","828","District of the Shadows"
"Hommarju","8","0","3","0","7","0","-1","0","-1","0","11","0","10","0","15","0","15","0","08PiiDq6b1oQ8OIIbDql0bDbIID0b1iP","829","Drop The Bounce"
"ARM(IOSYS) feat.Nicole Curry","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","14","0","15","0","1iDPo19Pb9ooi8OqiidbqPb06DDdqiqo","830","Neverland"
"矢鴇つかさ","6","0","2","0","6","0","-1","0","-1","0","10","0","11","0","15","0","15","0","1DPD60Q8D1qD8i80P160bqDQ81DObDlP","831","Procyon"
"BEMANI Sound Team ""U1 overground""","5","0","3","0","5","0","-1","0","-1","0","11","0","11","0","13","0","13","0","D0Q0oIDDqoQd0IQddi1IiD16dO16O88o","832","Seta Para Cima&uarr;&uarr;"
"DJ Genki feat. Mayumi Morinaga","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","80OqPo1D6lD616lIDI1IPq0oPllld6b1","833","Starry Sky"
"Shoichiro Hirata","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","10","0","11","0","PdPdbdQ1lDI18O90Q0li8QI0bo99bidd","834","This Beat Is....."
"nc ft. NRG Factory","7","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","PPQb966D6Ql6Q8iPo68810PdDiI6D0bl","835","Waiting"
"W&W ft. Kizuna Ai","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","q6661PIbbb1O80OQQ11iD6bP1l6bio0Q","836","The Light"
"かめりあ","9","0","7","0","9","0","-1","0","-1","0","14","0","14","0","17","0","17","0","99OQb9b0IQ98P6IQdPOiqi8q16o16iqP","837","ORCA"
"BEMANI Sound Team","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","14","0","14","0","bP10qq9dPDDqIl16lPIDDd8b00dIIP08","838","50th Memorial Songs -Beginning Story-"
"nc ft. Kanae Jasmine Asaba","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","10","0","11","0","lIlQ8DbPP6Iil1DOlQ6d8IPQblDQ8IiI","839","HAVE YOU NEVER BEEN MELLOW (20th Anniversary Mix)"
"DJ Shimamura","4","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","Pq0Qq0OQqlPDQOld8bddlIDPD89o8bO8","840","Get On Da Floor"
"xac","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","OPdooDlO9iO09lI1ODP00660loDiiodi","841","Helios"
"Nhato","7","0","4","0","7","0","-1","0","-1","0","12","0","11","0","15","0","15","0","Dqb08DI0Ii8ilD0lioi9o9D1dodl6dO0","842","Skywalking"
"KO3","6","0","3","0","6","0","-1","0","-1","0","8","0","9","0","12","0","12","0","8qd0DIiiQ6dPl1b6b0OqDob6i0d1dQP1","843","SODA GALAXY"
"まろん(IOSYS)","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","ddIiQ90DblbOQQIQPIbQOdb9DdPoOQ9Q","844","Toy Box Factory"
"日向美ビタースイーツ♪","5","0","3","0","6","0","-1","0","-1","0","9","0","10","0","13","0","13","0","l1lO999PqIboPQOD86PDQo1ol1iIiiOi","845","革命パッショネイト"
"日向美ビタースイーツ♪","4","0","2","0","4","0","-1","0","-1","0","9","0","9","0","13","0","13","0","qoidddb08iIoDOo9DQoO0loPl8lPQ81o","846","スイーツはとまらない&#9834;"
"日向美ビタースイーツ♪","5","0","2","0","5","0","-1","0","-1","0","10","0","9","0","13","0","13","0","P160qOD09PQoOPI6iIOO69qDoqQl1qDQ","847","熱情のサパデアード"
"ここなつ","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","1Q809666i9oblO8qO688OiD6OIbiP0Oq","848","ヒカリユリイカ"
"ここなつ","7","0","4","0","7","0","-1","0","-1","0","9","0","9","0","12","0","12","0","ObbOibP0ll9I00di6i9oO1qlIQbdD0ql","849","ベビーステップ"
"BEMANI Sound Team","7","0","3","0","7","0","-1","0","-1","0","9","0","9","0","11","0","12","0","l1ODQ1bO9POQ6d8O0Iobbio11qb6O6bd","850","50th Memorial Songs -二人の時 〜under the cherry blossoms〜-"
"BEMANI Sound Team","8","0","3","0","7","0","-1","0","-1","0","10","0","9","0","13","0","12","0","0IIO08bII0QQDOdobqbl8Ib8Q8O8q1li","851","50th Memorial Songs -Flagship medley-"
"BEMANI Sound Team","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","D0iDbio81PIbI8dD6QOIP9IidDOP0PDP","852","50th Memorial Songs -The BEMANI History-"
"nc ft.Jasmine And DARIO TODA","10","0","4","0","9","0","-1","0","-1","0","13","0","14","0","16","0","16","0","8Io6oi89Q8DblI8IPdPPI0q98Ql9o98Q","853","CARTOON HEROES (20th Anniversary Mix)"
"ピノキオピー","8","0","3","0","8","0","17","0","17","0","13","0","13","0","16","0","15","0","QoDQ0oq08QqiI0DQ8dIPb10qIi6d6i89","854","腐れ外道とチョコレゐト"
"sasakure.UK","5","0","2","0","5","0","17","0","17","0","10","0","9","0","13","0","13","0","Q9l0i6DPO08obldq101ldDioiqdIDqlq","855","タイガーランペイジ"
"DECO*27","7","0","4","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","OoqbDO180q18oqi1ooO1QIdOoOPl69b1","856","ライアーダンス"
"USAO","10","0","4","0","10","0","-1","0","-1","0","14","0","14","0","17","0","17","0","9DoD10OPQ999IlP0doo69olbOQ680q09","857","Avenger"
"Haruki Yamada(ATTIC INC.) with Bodhi Kenyon","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","13","0","12","0","D9IO16idQq6iiI88loI1i986lIID0O9O","858","LONG TRAIN RUNNIN' (20th Anniversary Mix)"
"aran","6","0","2","0","6","0","-1","0","-1","0","11","0","10","0","14","0","14","0","ObIOQ6id8DOdlQlil8819ObqoDQIIoiO","859","F4SH10N"
"CaZ","6","0","3","0","6","0","15","0","15","0","9","0","8","0","11","0","11","0","QI06q9lPIoo80DlI18Ooi6dbPl89bqi0","860","Our Soul"
"KAN TAKAHIKO","8","0","4","0","7","0","-1","0","-1","0","12","0","11","0","15","0","14","0","1qPOO8o9089lI1qQIDIDi0lidob9i6lq","861","Right Time Right Way"
"BEMANI Sound Team ""Sota F.""","11","0","8","0","11","0","-1","0","-1","0","15","0","15","0","17","0","17","0","DdIo9DQ0ddDld99DQdiiqbPP06OI91I0","862","New Era"
"Haruki Yamada (ATTIC INC.) with Martin Leroux","6","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","IbI90PiioDlqPP19D1odPPbP1PP0009O","863","SKY HIGH (20th Anniversary Mix)"
"Ujico*","9","0","3","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","I9Ob6PlIiOQl6iQ6qO6QO0iQ1ld9DDO0","864","BLSTR"
"TeddyLoid","5","0","1","0","5","0","-1","0","-1","0","10","0","10","0","14","0","13","0","Q0o8olIPb1iOo0loPPQI0PddI0qlb1Db","865","CROSS"
"TORIENA","7","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","D9ooldO1009Pq1dP6P88lD80P0Oi060P","866","LEVEL UP"
"seiya-murai","7","0","2","0","7","0","-1","0","-1","0","10","0","10","0","15","0","15","0","D686d06lO9IID8D0boPq0Pd8P89idO99","867","未来（ダ）FUTURE"
"Relect","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","16","0","15","0","d9llb88lDI1q0QI10P01lqIqlI6QO0Dl","868","Give Me"
"BEMANI Sound Team ""Sota F.""","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","12","0","12","0","6dQQd1d1OQlqQdQ98i01DQ1i9P6QDQdQ","869","BUTTERFLY (20th Anniversary Mix)"
"Marshmello","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","bdbQoi98Dlb18DiPDPdD801DoOD8619O","870","Alone"
"Zedd feat. Foxes","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","9","0","9","0","IO0IbQPOP6q8OddoiO99qq9I81l90D1i","871","Clarity"
"AronChupa","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","69b01qbo8Qdi6liOPq091bqo01i16oQ9","872","I'm an Albatraoz"
"Dua Lipa","5","0","2","0","5","0","-1","0","-1","0","7","0","7","0","10","0","10","0","Pqb60bq60o9QO0obI1Od9liQo9iIiOD0","873","New Rules"
"Ariana Grande","5","0","2","0","5","0","-1","0","-1","0","7","0","7","0","10","0","10","0","Db6odqIqQ90PIDIlD1DIb8l09ol6qIDl","874","No Tears Left to Cry"
"LMFAO","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","09oIbO1bi8O8Q1o01q610ID0qPOqoQQP","875","Party Rock Anthem"
"David Guetta feat. Ne-Yo, Akon","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","12","0","oi6P9Oq19ooo00bDiPQ809DQQQD8qPlD","876","Play Hard"
"The Chainsmokers & Coldplay","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","10","0","10","0","6ObP9i0qi1ibbi9DOd6bOOOd6Q9dlPi6","877","Something Just Like This (Alesso Remix) "
"BEMANI Sound Team ""TAG underground""","11","0","6","0","10","0","-1","0","-1","0","13","0","13","0","16","0","16","0","b1do8OI6qDDlQO0PI16868ql6bdbI886","878","Splash Gold"
"BEMANI Sound Team ""SYUNN""","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","14","0","l61ldlPo1DQ081860O86D0Qo0qdOd0qP","879","Ace out"
"DECO*27","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","oDQqbI86bdlqbiO1dbiDP0PDd91bI6iP","880","毒占欲"
"DECO*27","4","0","2","0","4","0","-1","0","-1","0","9","0","8","0","12","0","12","0","I6q1PQ1D1Dblli8Iilo9ood8DbbQlb8O","881","妄想感傷代償連盟"
"ピノキオピー","5","0","3","0","5","0","-1","0","-1","0","10","0","9","0","13","0","13","0","PldO10PIiQ6lOiI16o060OQIiq69QO96","882","すきなことだけでいいです"
"かめりあ","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","10","0","10","0","OdldObODIdilOP0QqI0b1oO1diqdq61b","883","Small Steps"
"BEMANI Sound Team ""DJ TOTTO""","6","0","3","0","6","0","10","0","10","0","10","0","9","0","13","0","13","0","lldPQPDP0qq8iqQ910l8b8PoQ6O668Q0","884","DOWNER &amp; UPPER"
"Yooh","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","13","0","13","0","OdQqDiIDbD6ioi60ob6lDOlD8oio9l0b","885","Crazy Shuffle"
"Akira Complex","9","0","4","0","9","0","-1","0","-1","0","13","0","12","0","16","0","16","0","b80qOO6l8060990qQPod1bOd8Q9d69qo","886","The World Ends Now"
"DJ TECHNORCH","11","0","5","0","11","0","-1","0","-1","0","15","0","14","0","17","0","17","0","O9qDQOQO8dDDIiO9dPP0Pb8qQo9l89D9","887","最小三倍完全数"
"BEMANI Sound Team ""dj TAKA""","8","0","4","0","8","0","-1","0","-1","0","11","0","12","0","16","0","16","0","0lIIil06b8q819P9lDil09o6qlqo9I1i","888","Trill auf G"
"Akira Complex","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","OO1oqdIPP80QdoP11QP61OdDb0lI1qIq","889","BLACK JACKAL"
"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi""","7","0","2","0","7","0","-1","0","-1","0","11","0","11","0","13","0","14","0","D6o8lIiDQ80oi6iIbiP9DlOPIl0Q8d69","890","Six String Proof"
